,最寄駅：距離（分）,面積（㎡）,延床面積（㎡）,建築年,地区名,取引価格（総額）,市区町村コード,年号,和暦_年,築年数
16596,14,200,90,平成7年,二丈深江,7700000,40230,平成,7,28.0
16598,4,330,60,平成6年,二丈深江,7500000,40230,平成,6,29.0
16599,4,155,65,昭和40年,二丈深江,3000000,40230,昭和,40,58.0
16600,5,140,105,令和3年,二丈深江,21000000,40230,令和,3,1.0
16622,21,155,195,昭和54年,二丈吉井,2000000,40230,昭和,54,44.0
16626,20,1400,890,昭和41年,二丈吉井,43000000,40230,昭和,41,57.0
16627,6,280,120,昭和63年,二丈吉井,2500000,40230,昭和,63,35.0
16637,4,155,115,令和4年,波多江駅北,54000000,40230,令和,4,0.0
16638,5,115,100,令和4年,波多江駅北,33000000,40230,令和,4,0.0
16639,9,115,100,令和4年,波多江駅北,34000000,40230,令和,4,0.0
16640,4,130,105,令和3年,波多江駅北,33000000,40230,令和,3,1.0
16642,9,115,75,昭和59年,波多江駅北,15000000,40230,昭和,59,39.0
16644,8,185,120,令和3年,波多江駅北,33000000,40230,令和,3,1.0
16646,5,165,105,令和3年,波多江駅南,34000000,40230,令和,3,1.0
16647,9,510,175,昭和53年,波多江駅南,42000000,40230,昭和,53,45.0
16648,9,540,100,昭和48年,波多江駅南,29000000,40230,昭和,48,50.0
16649,11,230,85,昭和62年,波多江駅南,8500000,40230,昭和,62,36.0
16651,29,440,100,昭和49年,東,1500000,40230,昭和,49,49.0
16660,30,450,195,平成8年,本,33000000,40230,平成,8,27.0
16663,8,200,105,昭和45年,前原駅南,16000000,40230,昭和,45,53.0
16665,8,165,110,昭和54年,前原駅南,15000000,40230,昭和,54,44.0
16666,8,210,45,昭和39年,前原駅南,14000000,40230,昭和,39,59.0
16667,12,180,125,平成6年,前原駅南,25000000,40230,平成,6,29.0
16670,7,125,105,令和3年,前原駅南,26000000,40230,令和,3,1.0
16671,7,180,105,令和2年,前原駅南,42000000,40230,令和,2,2.0
16674,15,155,115,令和4年,前原北,36000000,40230,令和,4,0.0
16675,7,145,90,平成12年,前原北,18000000,40230,平成,12,23.0
16676,14,145,110,令和3年,前原北,28000000,40230,令和,3,1.0
16677,13,165,135,平成7年,前原北,27000000,40230,平成,7,28.0
16678,10,120,95,令和2年,前原北,24000000,40230,令和,2,2.0
16680,14,170,100,令和2年,前原北,33000000,40230,令和,2,2.0
16681,13,145,110,令和2年,前原北,27000000,40230,令和,2,2.0
16682,11,210,130,平成14年,前原北,26000000,40230,平成,14,21.0
16683,10,170,115,平成21年,前原北,25000000,40230,平成,21,14.0
16686,5,170,240,昭和57年,前原中央,25000000,40230,昭和,57,41.0
16687,12,105,100,令和3年,前原西,26000000,40230,令和,3,1.0
16688,9,380,145,平成25年,前原西,32000000,40230,平成,25,10.0
16689,10,160,100,令和2年,前原西,32000000,40230,令和,2,2.0
16691,4,145,105,平成26年,前原西,24000000,40230,平成,26,9.0
16692,13,145,95,昭和51年,前原東,12000000,40230,昭和,51,47.0
16693,15,165,120,平成17年,前原東,19000000,40230,平成,17,18.0
16695,6,280,155,昭和52年,前原南,21000000,40230,昭和,52,46.0
16696,12,160,110,令和4年,前原南,34000000,40230,令和,4,0.0
16697,8,195,115,令和3年,前原南,32000000,40230,令和,3,1.0
16700,10,80,80,昭和50年,前原南,8000000,40230,昭和,50,48.0
16701,9,240,180,昭和43年,前原南,1000000,40230,昭和,43,55.0
16702,10,145,105,令和3年,前原南,30000000,40230,令和,3,1.0
16707,30,115,55,昭和52年,三雲,2700000,40230,昭和,52,46.0
16709,8,300,180,平成8年,美咲が丘,29000000,40230,平成,8,27.0
16711,3,220,115,平成12年,美咲が丘,24000000,40230,平成,12,23.0
16713,2,220,110,平成17年,美咲が丘,25000000,40230,平成,17,18.0
16714,10,260,160,平成20年,美咲が丘,29000000,40230,平成,20,15.0
16715,11,330,190,平成9年,南風台,51000000,40230,平成,9,26.0
16716,11,200,130,平成12年,南風台,34000000,40230,平成,12,23.0
16722,13,950,1500,昭和64年,今光,150000000,40231,昭和,64,34.0
16724,9,110,105,令和3年,今光,36000000,40231,令和,3,1.0
16725,14,170,115,令和3年,今光,38000000,40231,令和,3,1.0
16726,30,270,135,平成12年,後野,26000000,40231,平成,12,23.0
16731,30,135,100,平成23年,恵子,25000000,40231,平成,23,12.0
16734,30,135,105,令和3年,王塚台,32000000,40231,令和,3,1.0
16735,19,175,105,令和4年,片縄,43000000,40231,令和,4,0.0
16736,15,290,155,平成21年,片縄,54000000,40231,平成,21,14.0
16738,17,110,100,令和4年,片縄,33000000,40231,令和,4,0.0
16739,18,180,115,令和4年,片縄,44000000,40231,令和,4,0.0
16740,20,175,110,令和4年,片縄,47000000,40231,令和,4,0.0
16741,19,175,115,令和4年,片縄,44000000,40231,令和,4,0.0
16742,20,160,120,令和3年,片縄,40000000,40231,令和,3,1.0
16743,17,110,95,令和3年,片縄,34000000,40231,令和,3,1.0
16744,26,150,80,昭和55年,片縄,20000000,40231,昭和,55,43.0
16745,21,165,115,令和3年,片縄,40000000,40231,令和,3,1.0
16747,24,130,95,昭和61年,片縄,15000000,40231,昭和,61,37.0
16749,20,160,120,令和3年,片縄,40000000,40231,令和,3,1.0
16750,25,190,85,平成22年,片縄北,27000000,40231,平成,22,13.0
16751,28,140,105,令和4年,片縄北,33000000,40231,令和,4,0.0
16752,28,420,170,昭和40年,片縄北,40000000,40231,昭和,40,58.0
16754,24,165,100,平成8年,片縄北,9000000,40231,平成,8,27.0
16756,30,90,55,昭和45年,片縄北,5000000,40231,昭和,45,53.0
16757,30,165,80,昭和64年,片縄北,12000000,40231,昭和,64,34.0
16760,28,165,75,昭和59年,片縄北,12000000,40231,昭和,59,39.0
16763,30,175,105,平成8年,片縄北,16000000,40231,平成,8,27.0
16764,30,410,145,昭和52年,片縄西,10000000,40231,昭和,52,46.0
16765,29,270,100,令和4年,片縄西,31000000,40231,令和,4,0.0
16768,30,1200,890,昭和64年,片縄西,60000000,40231,昭和,64,34.0
16773,25,140,110,平成28年,片縄東,34000000,40231,平成,28,7.0
16781,15,550,120,昭和46年,五郎丸,34000000,40231,昭和,46,52.0
16787,25,165,115,令和3年,仲,35000000,40231,令和,3,1.0
16788,24,110,100,令和3年,仲,33000000,40231,令和,3,1.0
16790,24,110,100,令和3年,仲,33000000,40231,令和,3,1.0
16791,16,330,250,平成2年,道善,54000000,40231,平成,2,33.0
16792,21,155,130,平成14年,道善,25000000,40231,平成,14,21.0
16794,4,120,195,令和2年,中原,74000000,40231,令和,2,2.0
16802,30,180,100,昭和51年,西隈,6000000,40231,昭和,51,47.0
16804,90,260,70,昭和58年,大字西畑,4000000,40231,昭和,58,40.0
16822,60,155,80,昭和50年,大字別所,14000000,40231,昭和,50,48.0
16826,30,330,110,令和3年,大字山田,23000000,40231,令和,3,1.0
16827,60,290,115,令和3年,大字山田,31000000,40231,令和,3,1.0
16828,30,390,105,昭和52年,大字山田,13000000,40231,昭和,52,46.0
16837,9,1800,780,昭和64年,宇美,140000000,40341,昭和,64,34.0
16838,9,170,90,昭和50年,宇美,9000000,40341,昭和,50,48.0
16839,3,165,105,令和3年,宇美,29000000,40341,令和,3,1.0
16841,9,140,105,令和2年,宇美,29000000,40341,令和,2,2.0
16843,5,120,105,令和3年,宇美,33000000,40341,令和,3,1.0
16845,10,155,110,平成31年,宇美中央,25000000,40341,平成,31,4.0
16846,9,120,105,令和3年,宇美中央,30000000,40341,令和,3,1.0
16847,8,280,100,令和4年,宇美中央,34000000,40341,令和,4,0.0
16848,10,195,105,令和3年,宇美中央,29000000,40341,令和,3,1.0
16849,9,150,105,令和3年,宇美中央,30000000,40341,令和,3,1.0
16851,6,150,115,令和4年,宇美中央,35000000,40341,令和,4,0.0
16857,9,130,105,令和3年,宇美中央,25000000,40341,令和,3,1.0
16862,28,170,115,令和4年,宇美東,34000000,40341,令和,4,0.0
16865,28,165,70,令和4年,宇美東,26000000,40341,令和,4,0.0
16866,19,210,85,昭和59年,宇美東,21000000,40341,昭和,59,39.0
16869,21,115,90,令和3年,宇美東,25000000,40341,令和,3,1.0
16870,26,145,85,令和3年,宇美東,23000000,40341,令和,3,1.0
16871,21,120,95,令和3年,宇美東,27000000,40341,令和,3,1.0
16876,25,140,85,昭和51年,貴船,7900000,40341,昭和,51,47.0
16878,9,165,115,令和3年,貴船,33000000,40341,令和,3,1.0
16879,25,210,115,平成15年,貴船,22000000,40341,平成,15,20.0
16881,11,540,120,昭和56年,貴船,9800000,40341,昭和,56,42.0
16882,14,110,25,昭和50年,貴船,3000000,40341,昭和,50,48.0
16887,23,200,200,平成26年,光正寺,21000000,40341,平成,26,9.0
16888,24,220,100,平成18年,光正寺,26000000,40341,平成,18,17.0
16890,25,135,95,令和3年,光正寺,28000000,40341,令和,3,1.0
16891,26,120,95,令和3年,光正寺,27000000,40341,令和,3,1.0
16895,16,110,95,令和4年,桜原,26000000,40341,令和,4,0.0
16896,16,100,90,令和4年,桜原,26000000,40341,令和,4,0.0
16897,19,165,115,令和4年,桜原,41000000,40341,令和,4,0.0
16898,15,110,95,令和4年,桜原,28000000,40341,令和,4,0.0
16900,16,190,70,昭和15年,桜原,14000000,40341,昭和,15,83.0
16901,15,120,95,令和4年,桜原,29000000,40341,令和,4,0.0
16902,18,80,85,昭和15年,桜原,2200000,40341,昭和,15,83.0
16903,16,160,115,平成29年,桜原,19000000,40341,平成,29,6.0
16904,19,85,105,令和3年,桜原,22000000,40341,令和,3,1.0
16908,19,175,95,平成26年,桜原,24000000,40341,平成,26,9.0
16909,20,130,65,昭和40年,桜原,3000000,40341,昭和,40,58.0
16910,19,175,95,平成26年,桜原,19000000,40341,平成,26,9.0
16911,20,100,100,令和2年,桜原,21000000,40341,令和,2,2.0
16913,23,200,105,平成2年,四王寺坂,10000000,40341,平成,2,33.0
16914,25,195,115,平成2年,四王寺坂,24000000,40341,平成,2,33.0
16915,11,220,105,平成10年,四王寺坂,23000000,40341,平成,10,25.0
16916,24,210,115,昭和64年,四王寺坂,19000000,40341,昭和,64,34.0
16917,21,210,125,昭和64年,四王寺坂,15000000,40341,昭和,64,34.0
16918,13,200,110,平成8年,四王寺坂,17000000,40341,平成,8,27.0
16919,24,210,115,昭和64年,四王寺坂,14000000,40341,昭和,64,34.0
16920,30,260,105,平成21年,障子岳,23000000,40341,平成,21,14.0
16927,29,115,95,令和3年,障子岳南,20000000,40341,令和,3,1.0
16931,20,170,105,平成28年,神武原,23000000,40341,平成,28,7.0
16932,25,180,95,令和3年,神武原,29000000,40341,令和,3,1.0
16935,30,270,105,昭和56年,とびたけ,19000000,40341,昭和,56,42.0
16936,30,280,140,平成28年,とびたけ,13000000,40341,平成,28,7.0
16938,30,260,95,昭和56年,とびたけ,14000000,40341,昭和,56,42.0
16939,30,220,115,昭和56年,とびたけ,8900000,40341,昭和,56,42.0
16940,29,185,115,令和3年,原田,30000000,40341,令和,3,1.0
16941,28,150,100,令和2年,原田,27000000,40341,令和,2,2.0
16942,29,190,110,令和3年,原田,43000000,40341,令和,3,1.0
16945,30,210,120,昭和63年,ひばりが丘,15000000,40341,昭和,63,35.0
16946,30,300,125,昭和64年,ひばりが丘,23000000,40341,昭和,64,34.0
16948,30,220,120,昭和61年,ひばりが丘,7700000,40341,昭和,61,37.0
16951,13,260,105,平成29年,明神坂,30000000,40341,平成,29,6.0
16952,10,200,100,平成7年,明神坂,19000000,40341,平成,7,28.0
16954,13,230,85,昭和52年,明神坂,16000000,40341,昭和,52,46.0
16957,26,195,85,令和4年,ゆりが丘,35000000,40341,令和,4,0.0
16961,30,770,490,昭和15年,ゆりが丘,3000000,40341,昭和,15,83.0
16962,30,240,110,平成11年,ゆりが丘,19000000,40341,平成,11,24.0
16964,19,175,105,令和4年,若草,29000000,40341,令和,4,0.0
16965,19,115,45,昭和37年,若草,500000,40341,昭和,37,61.0
16968,19,210,105,昭和59年,若草,7000000,40341,昭和,59,39.0
16976,11,140,95,令和3年,大字乙犬,30000000,40342,令和,3,1.0
16977,11,165,100,令和3年,大字乙犬,29000000,40342,令和,3,1.0
16979,11,210,90,令和3年,大字乙犬,45000000,40342,令和,3,1.0
16980,12,160,105,昭和55年,大字乙犬,13000000,40342,昭和,55,43.0
16981,16,850,330,昭和54年,大字尾仲,50000000,40342,昭和,54,44.0
16982,18,185,140,平成9年,大字尾仲,24000000,40342,平成,9,26.0
16984,19,195,105,平成9年,大字尾仲,21000000,40342,平成,9,26.0
16985,15,175,110,令和3年,大字尾仲,43000000,40342,令和,3,1.0
16986,15,170,105,令和3年,大字尾仲,39000000,40342,令和,3,1.0
16987,24,440,270,平成8年,大字尾仲,32000000,40342,平成,8,27.0
16991,16,105,100,令和3年,大字尾仲,32000000,40342,令和,3,1.0
16992,16,165,100,令和3年,大字尾仲,32000000,40342,令和,3,1.0
16998,14,140,85,令和3年,大字篠栗,27000000,40342,令和,3,1.0
17003,9,165,110,令和4年,大字田中,38000000,40342,令和,4,0.0
17004,10,190,115,令和3年,大字田中,36000000,40342,令和,3,1.0
17005,9,175,115,令和4年,大字田中,37000000,40342,令和,4,0.0
17007,16,110,75,平成3年,大字田中,8000000,40342,平成,3,32.0
17008,11,270,100,平成17年,大字田中,28000000,40342,平成,17,18.0
17013,14,220,100,令和3年,中央,34000000,40342,令和,3,1.0
17017,12,240,110,令和2年,中央,37000000,40342,令和,2,2.0
17018,4,210,100,令和2年,中央,38000000,40342,令和,2,2.0
17021,12,155,120,令和3年,大字津波黒,32000000,40342,令和,3,1.0
17023,9,135,90,令和2年,大字津波黒,28000000,40342,令和,2,2.0
17024,18,140,110,平成3年,大字津波黒,33000000,40342,平成,3,32.0
17026,18,140,110,令和3年,大字津波黒,32000000,40342,令和,3,1.0
17033,60,410,130,平成9年,大字若杉,3000000,40342,平成,9,26.0
17036,11,165,100,令和3年,大字和田,32000000,40342,令和,3,1.0
17037,19,175,100,令和4年,和田,36000000,40342,令和,4,0.0
17039,19,165,100,令和3年,和田,30000000,40342,令和,3,1.0
17040,18,165,100,令和3年,和田,33000000,40342,令和,3,1.0
17041,19,165,100,令和3年,和田,29000000,40342,令和,3,1.0
17042,21,165,95,平成4年,和田,17000000,40342,平成,4,31.0
17043,30,240,95,昭和60年,石橋台,12000000,40343,昭和,60,38.0
17044,30,190,105,昭和62年,石橋台,22000000,40343,昭和,62,36.0
17047,30,240,120,平成11年,王子,24000000,40343,平成,11,24.0
17048,30,270,120,昭和56年,王子,21000000,40343,昭和,56,42.0
17049,30,290,150,昭和61年,王子,20000000,40343,昭和,61,37.0
17053,30,270,90,昭和49年,王子,13000000,40343,昭和,49,49.0
17054,30,170,70,昭和51年,王子,10000000,40343,昭和,51,47.0
17055,30,640,100,昭和56年,片峰,47000000,40343,昭和,56,42.0
17056,30,185,110,令和4年,片峰,50000000,40343,令和,4,0.0
17057,30,310,120,昭和59年,片峰中央,12000000,40343,昭和,59,39.0
17058,30,155,65,昭和50年,片峰中央,12000000,40343,昭和,50,48.0
17059,30,220,70,昭和63年,片峰中央,6200000,40343,昭和,63,35.0
17060,30,260,95,令和4年,片峰中央,39000000,40343,令和,4,0.0
17061,30,155,105,令和3年,片峰中央,36000000,40343,令和,3,1.0
17067,60,260,80,昭和55年,桜丘,15000000,40343,昭和,55,43.0
17070,30,165,100,昭和42年,志免,15000000,40343,昭和,42,56.0
17071,30,155,110,令和2年,志免,37000000,40343,令和,2,2.0
17072,30,180,100,令和2年,志免,37000000,40343,令和,2,2.0
17074,30,140,110,令和4年,志免中央,38000000,40343,令和,4,0.0
17076,30,330,210,昭和57年,志免中央,2000000,40343,昭和,57,41.0
17078,60,185,105,令和3年,志免東,41000000,40343,令和,3,1.0
17079,60,220,115,令和4年,志免東,48000000,40343,令和,4,0.0
17080,60,165,110,令和3年,志免東,40000000,40343,令和,3,1.0
17082,60,165,95,令和3年,志免東,34000000,40343,令和,3,1.0
17083,60,170,100,令和4年,田富,35000000,40343,令和,4,0.0
17084,60,80,100,平成30年,田富,26000000,40343,平成,30,5.0
17085,60,250,110,平成26年,田富,30000000,40343,平成,26,9.0
17086,16,120,105,令和4年,東公園台,39000000,40343,令和,4,0.0
17087,22,140,270,昭和47年,東公園台,12000000,40343,昭和,47,51.0
17089,60,155,80,昭和52年,東公園台,9000000,40343,昭和,52,46.0
17097,13,160,100,令和2年,別府西,33000000,40343,令和,2,2.0
17098,30,210,50,昭和46年,別府東,9400000,40343,昭和,46,52.0
17100,30,210,95,昭和53年,別府東,3000000,40343,昭和,53,45.0
17102,30,1100,110,昭和62年,南里,120000000,40343,昭和,62,36.0
17103,30,1100,110,昭和62年,南里,150000000,40343,昭和,62,36.0
17105,30,210,95,昭和58年,向ヶ丘,15000000,40343,昭和,58,40.0
17106,30,210,110,令和3年,向ヶ丘,43000000,40343,令和,3,1.0
17107,30,170,100,令和3年,向ヶ丘,43000000,40343,令和,3,1.0
17108,60,280,120,昭和57年,大字吉原,6200000,40343,昭和,57,41.0
17111,60,185,110,平成30年,大字吉原,52000000,40343,平成,30,5.0
17117,60,190,70,平成26年,大字吉原,27000000,40343,平成,26,9.0
17124,6,240,140,平成30年,大字植木,46000000,40344,平成,30,5.0
17126,10,180,110,令和3年,大字植木,36000000,40344,令和,3,1.0
17127,12,180,105,令和3年,大字植木,33000000,40344,令和,3,1.0
17129,13,220,105,令和3年,大字植木,34000000,40344,令和,3,1.0
17132,4,360,180,平成4年,大字植木,37000000,40344,平成,4,31.0
17134,30,250,150,昭和58年,大字植木,1400000,40344,昭和,58,40.0
17135,9,165,115,令和3年,大字植木,30000000,40344,令和,3,1.0
17136,9,165,115,令和3年,大字植木,33000000,40344,令和,3,1.0
17138,14,155,100,令和2年,大字上須惠,19000000,40344,令和,2,2.0
17141,21,1600,120,昭和52年,大字上須惠,34000000,40344,昭和,52,46.0
17142,21,450,105,昭和58年,大字上須惠,10000000,40344,昭和,58,40.0
17144,20,210,110,令和3年,大字上須惠,33000000,40344,令和,3,1.0
17145,12,200,120,令和4年,大字上須惠,39000000,40344,令和,4,0.0
17146,11,200,100,平成5年,大字上須惠,17000000,40344,平成,5,30.0
17148,19,165,110,令和3年,大字上須惠,35000000,40344,令和,3,1.0
17149,18,175,110,令和2年,大字上須惠,34000000,40344,令和,2,2.0
17151,19,170,105,令和2年,大字上須惠,33000000,40344,令和,2,2.0
17152,20,165,110,令和2年,大字上須惠,33000000,40344,令和,2,2.0
17153,12,200,100,平成8年,大字上須惠,16000000,40344,平成,8,27.0
17155,30,145,100,令和3年,大字佐谷,22000000,40344,令和,3,1.0
17156,25,220,95,昭和56年,大字佐谷,11000000,40344,昭和,56,42.0
17157,28,210,100,昭和56年,大字佐谷,20000000,40344,昭和,56,42.0
17159,23,165,115,令和3年,大字佐谷,26000000,40344,令和,3,1.0
17160,23,180,105,令和3年,大字佐谷,27000000,40344,令和,3,1.0
17163,6,920,680,平成10年,大字新原,80000000,40344,平成,10,25.0
17166,20,230,90,平成16年,大字須惠,23000000,40344,平成,16,19.0
17167,16,310,100,令和3年,大字須惠,34000000,40344,令和,3,1.0
17168,6,145,100,昭和58年,大字須惠,8900000,40344,昭和,58,40.0
17169,10,240,240,令和2年,大字須惠,62000000,40344,令和,2,2.0
17171,13,280,140,昭和64年,大字須惠,28000000,40344,昭和,64,34.0
17173,3,125,85,昭和56年,大字須惠,13000000,40344,昭和,56,42.0
17176,14,780,115,昭和49年,大字須惠,19000000,40344,昭和,49,49.0
17177,15,175,85,平成12年,大字旅石,11000000,40344,平成,12,23.0
17178,9,170,100,令和3年,大字旅石,32000000,40344,令和,3,1.0
17180,9,155,100,令和3年,大字旅石,30000000,40344,令和,3,1.0
17183,16,210,115,昭和64年,大字旅石,29000000,40344,昭和,64,34.0
17184,13,165,115,令和4年,大字旅石,30000000,40344,令和,4,0.0
17187,14,130,95,令和3年,大字旅石,32000000,40344,令和,3,1.0
17188,16,100,95,令和3年,大字旅石,27000000,40344,令和,3,1.0
17207,18,220,125,令和3年,桜山手,55000000,40345,令和,3,1.0
17208,16,260,120,平成3年,桜山手,29000000,40345,平成,3,32.0
17209,10,220,120,平成6年,桜山手,26000000,40345,平成,6,29.0
17213,6,350,155,平成7年,下府,39000000,40345,平成,7,28.0
17215,3,240,110,令和4年,下府,52000000,40345,令和,4,0.0
17216,12,200,115,令和2年,下府,31000000,40345,令和,2,2.0
17219,8,340,175,昭和60年,大字新宮,14000000,40345,昭和,60,38.0
17222,16,390,115,平成8年,新宮東,32000000,40345,平成,8,27.0
17223,13,150,105,令和3年,新宮東,37000000,40345,令和,3,1.0
17226,14,135,100,令和2年,新宮東,31000000,40345,令和,2,2.0
17238,30,460,310,平成17年,花立花,41000000,40345,平成,17,18.0
17239,30,340,130,平成15年,花立花,37000000,40345,平成,15,20.0
17240,30,460,185,平成19年,花立花,35000000,40345,平成,19,16.0
17241,15,200,115,令和4年,大字原上,47000000,40345,令和,4,0.0
17267,12,200,110,令和3年,緑ケ浜,45000000,40345,令和,3,1.0
17273,12,950,500,平成19年,大字湊,90000000,40345,平成,19,16.0
17274,12,165,120,令和3年,大字湊,31000000,40345,令和,3,1.0
17275,14,200,125,平成14年,大字湊,27000000,40345,平成,14,21.0
17276,14,250,140,平成3年,湊坂,28000000,40345,平成,3,32.0
17277,16,470,230,平成3年,湊坂,50000000,40345,平成,3,32.0
17278,8,240,120,平成26年,杜の宮,46000000,40345,平成,26,9.0
17279,9,210,135,平成22年,杜の宮,42000000,40345,平成,22,13.0
17280,8,200,130,平成25年,杜の宮,42000000,40345,平成,25,10.0
17281,11,210,130,平成23年,杜の宮,37000000,40345,平成,23,12.0
17283,11,130,105,令和4年,夜臼,44000000,40345,令和,4,0.0
17285,12,220,140,令和3年,夜臼,49000000,40345,令和,3,1.0
17288,11,130,65,昭和43年,夜臼,7500000,40345,昭和,43,55.0
17289,11,120,95,令和3年,夜臼,31000000,40345,令和,3,1.0
17290,60,230,105,令和3年,大字猪野,26000000,40348,令和,3,1.0
17291,60,260,110,平成25年,大字猪野,27000000,40348,平成,25,10.0
17292,60,220,120,令和3年,大字猪野,35000000,40348,令和,3,1.0
17293,60,210,115,令和3年,大字猪野,33000000,40348,令和,3,1.0
17301,30,250,105,令和4年,大字久原,37000000,40348,令和,4,0.0
17302,30,280,110,令和3年,大字久原,34000000,40348,令和,3,1.0
17323,30,440,135,令和3年,大字久原,41000000,40348,令和,3,1.0
17325,30,240,110,平成21年,大字久原,26000000,40348,平成,21,14.0
17343,30,980,620,平成11年,大字山田,79000000,40348,平成,11,24.0
17350,30,165,105,令和3年,大字山田,23000000,40348,令和,3,1.0
17351,60,210,110,令和3年,大字山田,33000000,40348,令和,3,1.0
17352,60,210,110,令和3年,大字山田,33000000,40348,令和,3,1.0
17366,11,180,105,平成6年,大字阿惠,26000000,40349,平成,6,29.0
17380,90,150,115,令和4年,大字大隈,37000000,40349,令和,4,0.0
17381,3,540,1000,平成3年,大字大隈,140000000,40349,平成,3,32.0
17384,18,220,115,昭和56年,大字上大隈,11000000,40349,昭和,56,42.0
17385,18,780,380,平成28年,大字上大隈,89000000,40349,平成,28,7.0
17399,11,165,120,平成19年,駕与丁,32000000,40349,平成,19,16.0
17400,18,260,210,平成2年,甲仲原,18000000,40349,平成,2,33.0
17402,2,200,110,令和3年,大字酒殿,44000000,40349,令和,3,1.0
17408,9,165,105,令和4年,酒殿,58000000,40349,令和,4,0.0
17411,4,210,120,令和3年,酒殿,42000000,40349,令和,3,1.0
17412,4,210,125,令和3年,酒殿,45000000,40349,令和,3,1.0
17413,5,210,120,令和3年,酒殿,45000000,40349,令和,3,1.0
17414,5,210,120,令和4年,酒殿,45000000,40349,令和,4,0.0
17415,5,210,115,令和4年,酒殿,45000000,40349,令和,4,0.0
17416,3,200,105,令和2年,酒殿,46000000,40349,令和,2,2.0
17417,6,210,115,令和4年,酒殿,47000000,40349,令和,4,0.0
17418,2,200,120,令和4年,酒殿,55000000,40349,令和,4,0.0
17421,8,170,125,令和4年,酒殿,60000000,40349,令和,4,0.0
17422,8,165,120,令和4年,酒殿,65000000,40349,令和,4,0.0
17424,2,210,110,令和4年,酒殿,50000000,40349,令和,4,0.0
17425,5,200,100,令和3年,酒殿,51000000,40349,令和,3,1.0
17426,2,220,140,令和3年,酒殿,71000000,40349,令和,3,1.0
17428,3,200,85,令和2年,酒殿,60000000,40349,令和,2,2.0
17429,6,220,115,令和3年,酒殿,43000000,40349,令和,3,1.0
17431,3,210,125,令和3年,酒殿,43000000,40349,令和,3,1.0
17433,4,200,115,令和2年,酒殿,45000000,40349,令和,2,2.0
17434,3,210,130,令和3年,酒殿,52000000,40349,令和,3,1.0
17435,5,210,120,令和3年,酒殿,46000000,40349,令和,3,1.0
17436,4,220,160,令和3年,酒殿,74000000,40349,令和,3,1.0
17437,4,220,80,令和3年,酒殿,50000000,40349,令和,3,1.0
17438,3,210,110,令和3年,酒殿,43000000,40349,令和,3,1.0
17439,3,210,105,令和3年,酒殿,55000000,40349,令和,3,1.0
17440,2,200,135,令和3年,酒殿,59000000,40349,令和,3,1.0
17441,5,210,110,令和3年,酒殿,52000000,40349,令和,3,1.0
17442,5,210,90,令和3年,酒殿,46000000,40349,令和,3,1.0
17443,6,210,110,令和3年,酒殿,44000000,40349,令和,3,1.0
17444,4,240,135,令和3年,酒殿,70000000,40349,令和,3,1.0
17445,4,220,95,令和3年,酒殿,53000000,40349,令和,3,1.0
17446,4,220,100,令和2年,酒殿,46000000,40349,令和,2,2.0
17447,6,210,90,令和3年,酒殿,56000000,40349,令和,3,1.0
17449,4,200,120,令和3年,酒殿,62000000,40349,令和,3,1.0
17450,5,240,100,令和3年,酒殿,57000000,40349,令和,3,1.0
17451,3,240,100,令和3年,酒殿,54000000,40349,令和,3,1.0
17452,4,230,105,令和3年,酒殿,42000000,40349,令和,3,1.0
17453,4,210,125,令和3年,酒殿,42000000,40349,令和,3,1.0
17454,4,210,120,令和3年,酒殿,47000000,40349,令和,3,1.0
17455,9,240,80,令和3年,酒殿,49000000,40349,令和,3,1.0
17457,4,210,115,令和3年,酒殿,45000000,40349,令和,3,1.0
17458,6,165,105,令和3年,酒殿,34000000,40349,令和,3,1.0
17459,4,220,105,令和3年,酒殿,64000000,40349,令和,3,1.0
17464,3,210,115,平成22年,長者原西,35000000,40349,平成,22,13.0
17468,10,210,75,昭和46年,長者原東,9500000,40349,昭和,46,52.0
17473,8,135,95,昭和62年,長者原東,15000000,40349,昭和,62,36.0
17480,2,710,830,平成11年,戸原西,120000000,40349,平成,11,24.0
17484,6,260,100,令和3年,戸原東,33000000,40349,令和,3,1.0
17485,6,165,105,令和3年,戸原東,36000000,40349,令和,3,1.0
17488,9,460,310,平成30年,大字仲原,110000000,40349,平成,30,5.0
17491,6,210,120,令和4年,仲原,42000000,40349,令和,4,0.0
17492,6,1300,640,平成6年,仲原,150000000,40349,平成,6,29.0
17494,6,180,135,令和3年,仲原,54000000,40349,令和,3,1.0
17495,6,200,110,令和3年,仲原,49000000,40349,令和,3,1.0
17496,9,280,105,令和2年,仲原,35000000,40349,令和,2,2.0
17497,4,165,105,令和2年,仲原,41000000,40349,令和,2,2.0
17499,8,105,80,平成28年,花ヶ浦,24000000,40349,平成,28,7.0
17500,6,210,125,平成25年,花ヶ浦,47000000,40349,平成,25,10.0
17501,8,450,185,昭和63年,花ヶ浦,37000000,40349,昭和,63,35.0
17502,5,175,90,昭和60年,花ヶ浦,7300000,40349,昭和,60,38.0
17503,5,250,135,昭和63年,花ヶ浦,23000000,40349,昭和,63,35.0
17506,13,200,115,平成26年,花ヶ浦,42000000,40349,平成,26,9.0
17507,8,710,240,昭和59年,原町,65000000,40349,昭和,59,39.0
17508,6,840,470,平成29年,原町,140000000,40349,平成,29,6.0
